Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total renewable energy,752192.43,774174.1,794240.45,825117.65,859572.55,899814.78,941667.03,992792.28,1056848.1,1136952.5,1224920.5,1331306.04,1444857.95,1567242.17,1700116.11,1854105.12,2016554.94,2187082.2,2362540.19,2550319.49,2822930.91,3088809.32,3396323.39,3869704.71
