Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Asia,171538.98,182641.89,188034.58,202329.12,218342.86,235332.3,255838.01,278482.32,312133.8,349529.25,387727.17,433810.93,479062.49,553838.8,633808.21,723274.81,814407.72,921978.37,1026985.68,1127509.99,1304391.08,1459880.02,1633346.98,1961098.87
Europe,190725.41,196371.4,203556.27,211193.49,221039.33,233722.69,244588.64,256828.02,272944.6,295432.67,321941.13,360966.2,395171.3,419068.73,439950.79,465126.91,488675.68,513004.01,537489.34,574844.68,609130.38,651438.89,715542.22,786787.88
North America,171870.21,173788.17,177203.05,179772.4,180943.92,184762.2,190051.48,198175.25,208009.92,220635.72,232768.77,243676.77,263899.93,273462.84,287273.31,309129.41,332861.47,349300.28,367117.71,390848.65,423879.29,461778.16,495042.58,529922.35
South America,112767.95,114699.91,116715.27,119905.69,124232.04,127237.83,130721.69,135226.58,137916.19,140904.64,146900.75,152053.04,156046.73,161064.47,170197.22,178771.48,193638.5,202825.17,213610.69,223607.72,232868.42,247043.36,266747.87,289172.96
Eurasia,60511.87,61405.67,62279.97,63075.77,63377.84,63974.31,64612.01,65908.58,66899.65,68311.65,70154.0,71948.81,76932.78,81259.15,84741.54,88542.07,91912.48,96575.84,100718.72,104277.9,110462.53,115841.06,119154.2,122144.61
Oceania,13456.31,13725.58,13880.03,14059.41,14513.2,15648.79,15823.65,16499.03,16817.98,17547.67,18629.32,20448.41,22315.39,23834.29,25353.56,26520.87,27479.23,29229.96,34625.88,40963.37,48078.72,53679.61,58425.72,63908.21
Africa,21867.0,22021.82,22291.94,22688.28,22792.27,22910.24,22909.18,23275.64,23727.03,25831.53,26955.28,27391.77,28363.58,30617.59,32546.46,34813.21,37523.59,42924.14,48264.07,50428.74,53812.21,55664.56,59398.16,62106.69
Middle East,4518.08,4518.08,4886.08,6422.08,8451.62,9548.12,10452.56,11346.22,11240.04,11350.93,12132.59,12537.56,13649.62,14497.46,15961.67,15905.3,16719.23,17086.54,18644.86,21432.13,23318.16,25876.34,30485.33,35542.22
Central America and the Caribbean,4936.62,5001.57,5393.26,5671.4,5879.48,6678.29,6669.82,7050.66,7158.88,7408.43,7711.49,8472.54,9416.14,9598.85,10283.35,12021.05,13337.04,14157.88,15083.24,16406.32,16990.13,17607.34,18180.34,19020.92
