Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Asia,2926.65,3186.65,3186.65,3208.65,3223.65,3253.65,3250.65,3380.65,3455.75,3595.75,3597.05,3636.15,3721.15,3728.45,3853.85,3896.45,4001.45,4221.45,4375.48,4566.15,4572.15,4731.7,4760.83,4830.84
North America,3636.0,3059.21,3105.25,3086.25,3105.08,3238.3,3226.98,3172.2,3186.8,3339.9,3287.6,3217.2,3425.1,3465.0,3382.3,3439.5,3440.1,3431.8,3392.8,3528.9,3545.4,3595.2,3647.1,3678.1
Eurasia,41.0,39.0,88.0,85.0,71.0,94.0,110.0,113.0,110.0,158.0,175.0,195.0,243.0,390.0,483.0,702.0,899.0,1137.7,1356.52,1596.09,1687.19,1750.17,1765.34,1765.34
Europe,776.0,789.0,884.0,925.0,860.2,918.12,1119.12,1184.92,1274.92,1301.92,1335.92,1439.82,1448.42,1460.92,1502.96,1502.72,1507.12,1558.36,1616.96,1621.96,1627.16,1632.55,1636.55,1636.55
Oceania,418.2,417.2,372.2,388.1,388.1,473.2,473.1,512.1,634.1,667.1,792.1,792.1,818.1,890.1,1016.1,1040.1,1035.1,1035.1,1059.1,1059.1,1093.1,1093.1,1100.1,1100.1
Africa,65.3,65.3,65.3,65.3,135.3,135.3,135.3,135.3,135.3,170.3,205.3,205.3,212.8,212.8,373.4,626.2,660.2,680.2,691.1,691.1,870.4,870.4,956.4,991.4
Central America and the Caribbean,408.95,403.95,411.45,429.45,424.95,442.95,442.95,514.17,521.35,521.35,521.35,573.1,649.1,639.1,637.1,640.0,630.0,665.0,664.7,721.04,722.24,719.22,735.24,760.24
South America,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,39.7,39.7,39.7,51.4,83.37
