Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
RE share of electricity capacity (%),21.41,21.81,21.58,21.55,21.73,21.93,21.98,22.25,22.82,23.53,24.15,25.06,26.12,27.19,28.19,29.53,30.76,32.06,33.13,34.59,36.59,38.36,40.26,43.04
