Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Wind,16963.68,23958.91,30724.98,38664.06,47659.21,58467.66,73147.61,91520.79,115535.21,150102.97,181060.72,220199.2,267310.0,299928.63,349458.12,416435.15,467240.84,514930.26,563680.06,622730.32,733472.53,824320.86,902883.37,1017390.45
