Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Asia,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,4.85,5.55,259.55,259.55,259.55,259.57,259.77,259.77,259.77,259.77,260.77,261.27,261.27,260.85,260.85
Europe,214.0,216.0,219.0,220.0,219.0,217.0,216.0,216.0,219.0,218.22,221.84,220.93,227.52,227.68,231.02,230.56,241.15,245.1,246.13,243.61,241.51,240.94,241.82,241.82
North America,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.09,20.09,20.0,20.04,20.04,20.0,20.0,20.0,20.0,20.7,21.4
Eurasia,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.7
Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.04,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
