Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Asia,30.16,34.13,38.92,40.31,35.99,32.48,30.26,25.51,18.79,15.76,13.3,13.11,15.6,25.64,33.64,39.63,46.74,53.58,56.23,55.94,56.93,56.33,56.18,59.24
Europe,16.26,20.28,21.12,26.54,38.86,46.83,50.43,56.27,68.97,72.57,74.22,73.98,70.64,59.53,50.4,43.48,35.25,28.34,24.68,23.9,22.35,21.85,21.79,20.31
North America,50.19,42.17,36.69,30.17,22.75,18.76,17.49,16.56,10.98,9.41,8.8,8.54,9.07,10.3,11.14,11.81,12.86,12.07,11.71,11.7,11.91,12.37,12.02,10.98
South America,0.16,0.24,0.26,0.27,0.21,0.16,0.15,0.12,0.09,0.08,0.11,0.1,0.16,0.14,0.25,0.39,0.51,0.93,1.14,1.43,1.83,2.42,3.22,3.45
Oceania,2.14,2.08,1.97,1.77,1.42,1.12,1.0,0.89,0.61,1.44,2.65,3.37,3.68,3.26,2.96,2.66,2.28,1.9,2.36,2.77,2.92,3.0,2.86,2.43
Middle East,0.03,0.03,0.02,0.02,0.01,0.03,0.03,0.03,0.07,0.18,0.22,0.29,0.3,0.45,0.49,0.5,0.54,0.57,0.72,1.02,1.07,1.17,1.3,1.31
Eurasia,0.01,0.02,0.03,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.03,0.14,0.31,0.93,1.15,1.23,1.12,1.11,1.08,1.0
Africa,0.84,0.82,0.76,0.68,0.54,0.44,0.44,0.41,0.32,0.38,0.52,0.41,0.35,0.48,0.92,0.95,1.11,1.29,1.63,1.58,1.48,1.33,1.18,0.95
Central America and the Caribbean,0.21,0.25,0.23,0.21,0.17,0.14,0.17,0.17,0.14,0.15,0.16,0.19,0.19,0.18,0.17,0.44,0.4,0.39,0.39,0.43,0.39,0.41,0.37,0.33
