Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Marine,238.25,240.25,243.25,244.25,243.25,241.25,240.25,242.55,245.55,244.55,249.9,247.93,254.66,510.12,513.53,514.09,524.71,527.66,527.65,526.13,505.04,504.47,506.04,508.12
