Technology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total renewable energy,23230.54,19717.09,31941.35,33502.69,39894.41,42133.2,51457.01,63340.37,80021.16,87223.67,105056.57,112940.63,122615.43,132974.43,154201.1,162506.59,170709.04,175246.02,187728.55,270560.99,264184.11,307917.87,473172.74
