Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Belgium,,,,,,,,,,165.0,0.0,184.5,326.7,0.0,4.3,0.2,165.0,308.7,369.6,706.3,0.0,0.0,0.0
China,,,,,,,,0.0,0.0,98.5,110.0,81.0,126.0,23.0,119.0,921.0,1308.0,1800.0,1342.0,3060.0,17400.0,4070.0,6830.0
Chinese Taipei,,,,,,,,,,,,,,,,,,0.0,120.0,0.0,109.2,507.8,824.0
Denmark,0.0,164.0,209.4,0.0,0.0,0.0,0.0,0.0,237.5,207.0,3.6,50.4,349.2,0.0,0.0,0.0,-7.25,437.0,0.0,0.1,604.8,0.0,344.0
Finland,,,,,,,,,0.0,2.3,0.0,0.0,0.0,0.0,5.7,0.0,40.7,0.0,0.3,0.0,0.0,0.0,0.0
France,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,486.5,0.0
Germany,,,,,,,,,,45.0,108.0,80.0,240.0,486.0,2289.0,849.0,1274.0,987.0,1162.0,232.0,20.0,342.0,258.0
Ireland,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2
Japan,,,,0.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.1,24.4,0.0,10.3,5.0,0.0,0.0,1.0,-7.0,-7.0,138.0,0.0
Korea,,,,,,,,,,,,,0.0,5.5,0.0,30.0,5.0,27.5,0.0,63.0,0.0,0.0,0.0
Netherlands,,,,,,,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,600.0,0.0,0.0,0.0,1502.5,0.0,110.0,1408.5
Norway,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,,,,,,,,,,,,0.14,0.0,0.0,0.0,,,,,,0.0,0.0,0.0
Spain,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Sweden,9.0,0.0,0.0,0.0,0.0,0.0,109.0,2.0,30.0,0.0,0.0,0.0,49.0,1.0,0.0,-10.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0
United Kingdom,0.0,0.0,60.0,60.0,90.0,90.0,90.0,202.2,354.8,390.0,497.0,1157.0,701.0,805.0,592.0,200.0,1695.0,1192.5,1707.6,494.8,872.6,2672.0,805.0
United States,,,,,,,,,,,,,,,0.0,29.28,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Viet Nam,,,,,,,,,,,,,,0.0,83.0,0.2,0.0,0.0,0.0,0.0,894.8,0.0,110.0
