Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Asia,161577.62,171258.69,175565.7,188381.94,201787.27,216079.2,231180.18,248566.73,273320.52,296947.23,318726.51,338955.44,359743.16,395527.76,423306.5,442495.21,454865.37,466418.58,478698.71,489460.26,503740.77,522653.97,539320.81,543809.77
Europe,168630.87,168605.88,169159.69,169914.69,171382.07,173400.45,173846.61,175527.2,176869.1,177820.58,179321.82,181109.32,182374.61,183396.37,183626.15,186049.03,189295.64,191107.65,192253.05,193182.38,194708.68,195522.55,197128.09,196857.44
North America,154991.0,155479.0,158062.0,158579.0,158925.2,159970.2,161313.2,162781.8,163646.8,164555.8,169176.2,169488.7,169641.2,170068.2,171349.5,175039.5,176622.05,177168.63,177996.87,178353.02,178562.76,179919.59,180596.02,180384.06
South America,110453.57,112366.31,114374.15,118204.49,121219.21,123956.66,127182.4,131405.23,132186.26,133706.65,136190.86,139647.23,141688.01,143845.44,148546.01,152597.29,162950.53,166690.69,171870.06,176797.75,177339.23,177507.86,179043.67,179988.03
Eurasia,59130.94,59985.24,60829.24,61617.54,61918.44,62496.44,63074.64,64281.31,65051.66,66003.06,67320.2,68703.3,73059.2,76665.0,78935.1,81318.7,82507.6,83305.07,84557.09,85366.57,88204.43,88747.1,88855.52,88456.09
Africa,20842.06,20964.11,21205.25,21582.13,21522.11,21549.76,21521.49,21722.38,22031.83,23821.03,24631.59,24782.37,25445.98,26703.82,26728.22,27237.6,28166.09,30923.44,32287.93,32993.23,33852.46,34332.87,36079.02,37083.68
Middle East,4497.61,4497.61,4858.61,6390.61,8410.61,9494.01,10385.61,11260.61,11145.61,11188.95,11910.95,12169.95,13169.95,13689.95,14853.95,14384.95,14600.95,14254.95,14400.95,14484.05,14494.04,14491.64,14841.94,15017.94
Oceania,12391.5,12460.7,12565.76,12563.94,12645.76,13252.76,13255.56,13263.56,13294.56,13251.16,13254.98,13330.01,13397.41,13410.52,13410.57,13428.57,13428.72,13433.29,13685.65,13695.84,13698.92,13698.92,13939.46,14732.42
Central America and the Caribbean,4065.25,4077.42,4344.65,4559.9,4633.47,4637.68,4834.91,4987.6,5047.53,5095.31,5337.1,5745.8,6188.36,6297.39,6577.75,6957.31,7607.96,7755.26,8033.8,8147.55,8264.88,8318.4,8365.5,8412.11
