Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Niue,,,,,,,,,,2.64,2.57,2.57,2.57,2.57,14.06,14.06,14.06,14.06,14.06,31.11,31.11,31.11,31.11,31.11
Ghana,65.01,65.01,65.01,65.01,68.31,68.31,68.28,61.06,59.7,60.04,53.43,54.53,51.91,56.35,56.44,50.28,42.67,35.33,34.84,32.54,31.85,31.36,31.04,31.04
Pakistan,28.63,29.6,29.45,31.62,33.95,33.89,34.1,33.96,33.61,33.12,31.77,29.63,29.76,31.01,31.57,31.59,33.54,29.13,32.77,31.37,31.74,31.36,31.03,30.59
Mauritius,19.17,19.55,19.51,19.36,19.24,27.86,18.35,18.74,18.49,21.86,21.1,20.29,18.35,18.73,18.96,21.67,22.66,21.52,27.02,29.03,29.68,29.84,29.68,29.68
Senegal,2.25,2.23,2.23,2.22,2.22,2.21,1.99,1.99,1.69,1.71,4.49,4.48,4.44,4.29,4.5,4.53,7.48,15.46,14.92,20.58,26.82,30.37,29.06,29.02
Madagascar,46.4,46.4,46.4,42.67,38.74,34.9,30.99,30.29,29.95,30.01,25.4,25.42,30.01,30.04,24.14,24.25,24.34,22.44,23.05,23.17,23.28,23.26,28.09,28.14
Mexico,26.95,25.9,24.1,22.4,23.07,23.02,22.34,22.74,22.19,22.18,21.82,21.54,23.0,23.67,25.06,25.71,26.1,26.33,24.38,28.93,30.09,31.1,27.29,28.08
Dominica,37.43,35.29,37.46,36.14,34.78,32.64,32.7,31.18,23.84,21.07,26.08,26.08,26.11,26.11,26.11,26.11,27.18,27.18,26.34,26.34,24.96,24.96,27.57,27.57
Congo,75.48,75.48,61.93,61.93,61.93,61.93,61.93,43.82,43.82,43.82,16.88,16.88,32.69,32.7,32.7,32.7,33.38,34.64,34.64,34.64,27.53,27.53,27.54,27.54
Chinese Taipei,6.0,6.14,6.02,5.67,5.45,5.37,5.34,5.47,5.6,5.67,5.91,6.33,6.78,7.18,7.75,8.25,8.9,10.03,11.28,13.33,15.99,18.63,22.31,27.5
Philippines,34.27,31.64,28.57,30.67,29.85,29.73,29.14,29.14,29.07,29.15,29.37,28.91,28.97,27.16,28.51,29.09,28.22,28.04,27.59,26.37,26.51,26.52,26.37,26.94
Martinique,,,0.59,0.59,0.88,0.88,1.52,1.8,2.62,4.34,7.13,11.2,13.84,11.88,13.38,14.03,14.29,14.6,21.36,24.39,24.65,25.24,26.08,26.91
Cabo Verde,,,2.69,3.4,3.02,3.02,2.99,2.83,2.37,2.46,7.33,18.42,21.03,23.22,23.22,18.58,18.83,18.91,21.06,23.48,22.75,23.67,23.2,25.1
Ukraine,9.11,9.17,9.19,9.2,8.81,8.82,8.82,8.87,8.91,8.54,8.2,9.05,9.52,10.29,10.72,10.81,10.7,12.24,14.19,21.74,23.82,25.18,25.18,24.79
New Caledonia,22.36,22.95,23.49,24.45,26.76,26.71,27.76,22.63,22.63,21.49,21.76,21.78,21.23,18.24,12.93,13.11,13.41,14.97,16.03,18.99,20.85,24.58,23.93,24.21
Mayotte,,,,,,,,,0.65,2.27,9.66,13.76,14.35,14.4,14.51,14.28,11.86,13.27,13.71,14.52,15.79,23.28,23.28,23.98
Cook Islands,0.86,0.86,0.77,1.3,1.3,1.3,0.96,0.96,0.56,0.45,0.45,0.45,0.45,5.28,11.59,17.61,14.1,14.1,20.85,23.29,23.29,23.29,23.29,23.29
Malaysia,15.36,13.02,13.31,12.1,11.38,11.15,11.09,11.14,11.16,10.78,10.4,13.66,14.65,18.75,21.64,24.19,25.71,22.19,22.62,21.92,23.21,23.01,22.81,22.81
Czechia,6.8,7.05,6.71,6.4,6.66,6.79,7.08,7.8,8.56,11.17,16.94,18.18,19.48,19.43,19.02,19.27,19.16,19.21,19.15,19.85,20.75,21.64,22.41,22.71
Curaçao,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,7.36,7.36,7.36,16.6,17.95,19.95,17.67,18.03,25.88,26.15,22.25,22.63,22.63,22.63,22.67
Kazakhstan,12.33,12.25,12.18,12.09,12.06,11.99,11.94,11.89,11.79,11.75,11.65,11.43,12.6,12.66,13.11,13.17,12.93,13.11,13.69,15.63,17.72,18.9,20.66,21.88
Thailand,16.49,15.59,14.5,14.17,14.31,13.88,14.77,15.48,15.16,15.4,15.22,15.86,17.08,19.79,20.64,21.18,21.76,20.66,21.82,22.29,22.12,22.1,21.41,21.37
Nigeria,37.33,37.33,37.33,30.73,30.73,29.85,27.48,25.72,24.2,23.57,24.34,23.3,23.3,21.16,20.06,20.11,17.03,17.02,16.45,16.47,16.77,16.93,17.11,20.88
Russian Federation,20.86,20.85,20.91,20.99,21.1,21.02,20.93,21.02,21.03,21.11,21.39,21.41,21.27,21.0,19.8,20.51,19.46,19.47,19.54,19.75,20.23,20.59,20.68,20.74
Israel,0.07,0.07,0.12,0.12,0.12,0.12,0.12,0.14,0.19,0.41,0.76,1.58,2.14,3.15,4.21,4.82,5.46,5.95,7.78,11.31,13.42,16.95,20.38,20.49
Azerbaijan,18.77,18.08,17.68,17.1,17.12,18.81,18.23,17.9,17.68,15.48,15.59,15.76,15.97,14.99,15.23,14.78,14.96,15.03,16.31,16.87,17.0,16.52,16.61,20.28
Comoros,0.0,0.0,5.12,5.0,5.68,7.64,8.16,9.35,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,9.45,10.72,10.72,10.79,10.74,7.73,20.24,20.24
Republic of Korea,3.02,2.93,2.84,2.77,2.6,2.77,2.76,2.7,2.97,3.21,3.31,3.62,3.95,4.75,5.72,6.87,8.25,9.11,10.59,13.45,16.18,17.38,18.82,20.19
Guam,,,,,,,,,,0.01,0.02,0.02,0.06,0.15,0.27,6.13,7.42,6.95,7.26,8.7,9.02,9.35,19.99,20.01
Falkland Islands (Malvinas),3.31,3.31,3.31,3.31,3.31,3.31,3.31,14.12,14.89,14.89,23.39,23.39,23.39,23.39,30.34,30.78,30.78,30.78,30.78,30.78,19.91,19.91,19.91,19.91
Barbados,0.02,0.08,0.07,0.07,0.07,0.12,0.12,0.31,0.31,0.41,0.51,0.63,0.75,0.23,0.65,1.17,5.36,5.86,6.14,11.17,15.69,19.48,19.16,19.16
Saint Vincent and the Grenadines,16.28,16.28,15.52,15.52,14.55,14.29,14.29,14.29,14.29,14.18,14.18,11.13,10.62,11.45,12.41,15.07,15.21,16.99,19.18,22.63,18.19,18.14,17.61,18.33
Mongolia,1.62,1.75,1.76,1.81,1.82,1.89,2.01,2.06,2.38,2.41,3.54,3.54,3.69,7.37,7.37,7.36,8.32,13.92,18.43,19.4,18.44,17.96,17.96,17.96
Seychelles,,,,,,,,,,,,,,6.93,7.62,7.84,7.77,8.57,9.82,9.29,11.6,17.5,17.85,17.85
Aruba,,,,,,,,,,12.71,12.75,12.82,10.99,11.17,12.81,13.17,13.51,13.53,15.26,14.8,14.8,14.8,17.18,17.18
Kosovo*,3.38,3.38,3.38,3.38,3.38,3.38,4.19,4.19,4.19,4.19,4.49,4.59,4.59,4.59,4.59,4.6,8.15,8.57,8.57,9.73,10.67,10.93,13.0,17.16
Puerto Rico,2.24,2.03,2.03,2.03,2.02,2.02,2.02,2.02,2.02,1.89,1.91,2.16,4.36,4.89,4.98,7.16,7.76,8.71,8.75,9.03,9.73,11.28,13.31,17.13
South Africa,3.47,3.37,3.37,4.13,2.51,2.47,2.46,2.31,2.26,2.3,2.33,2.31,2.31,3.41,5.77,7.18,9.2,12.26,14.08,14.24,15.85,15.86,16.77,17.04
Haiti,27.95,27.95,25.96,21.87,21.05,21.05,21.05,21.05,16.99,14.34,14.46,13.44,13.4,12.65,12.69,12.75,12.8,12.86,16.81,16.82,16.81,16.83,16.86,16.98
Jamaica,7.88,7.61,6.93,6.57,9.33,9.33,8.54,8.56,8.58,8.65,11.13,10.92,10.21,10.9,11.08,11.05,15.92,17.83,17.48,18.05,16.41,16.32,16.32,16.45
Syrian Arab Republic,19.69,18.5,17.4,5.24,19.86,20.2,19.62,17.73,11.87,10.89,10.44,10.44,10.44,10.44,15.42,16.5,16.04,15.37,14.89,14.9,14.89,15.07,15.29,15.29
Niger,0.27,0.6,0.92,1.3,1.72,2.25,2.82,3.39,3.39,3.39,3.39,2.75,2.44,2.44,2.45,2.46,2.52,1.99,3.99,3.85,4.0,3.96,10.02,15.13
Uzbekistan,13.09,13.09,13.09,12.95,14.01,13.72,13.73,13.72,13.95,13.94,14.28,14.25,14.48,13.91,14.36,14.24,13.35,12.95,13.52,11.99,12.16,12.99,13.99,14.91
Indonesia,14.39,19.05,21.09,18.27,17.58,18.87,18.45,18.12,18.02,19.85,19.09,17.07,15.86,15.67,15.35,15.66,15.5,15.19,15.09,14.78,14.38,15.47,15.03,14.62
Guyana,6.8,6.84,6.74,6.93,6.89,8.6,8.19,7.96,7.8,15.79,15.58,15.6,15.51,14.7,15.48,16.74,15.04,14.57,14.73,14.72,14.6,13.05,13.39,14.3
Yemen,,,,,,,,,0.08,0.07,0.06,0.08,0.09,0.16,0.36,3.81,5.04,6.35,14.29,13.64,13.62,12.87,13.13,14.25
United Arab Emirates,,,,,,,,,,0.05,0.05,0.05,0.05,0.44,0.46,0.46,0.47,1.15,1.9,5.83,6.63,8.32,9.31,13.8
Iran,7.35,6.91,9.6,12.87,13.45,14.77,14.56,15.11,14.57,13.82,13.97,13.52,14.26,14.73,14.92,14.0,14.05,14.38,14.28,14.27,14.0,13.82,13.77,13.54
Antigua and Barbuda,,,,,,,,,,0.18,0.18,0.35,0.35,0.34,0.34,2.78,4.15,5.06,10.7,9.8,14.64,19.2,19.2,13.1
Montserrat,,,,,,,,,,,,,,,,,,,,3.48,3.48,12.59,12.59,12.79
Cuba,19.08,19.77,13.63,15.89,11.39,15.79,10.43,9.26,9.76,9.45,9.14,9.01,8.88,7.83,7.99,8.5,8.02,9.17,10.03,9.25,11.57,11.93,12.59,11.97
Tunisia,2.57,2.58,2.58,2.8,2.7,2.5,2.48,2.49,2.26,3.08,3.08,2.81,5.62,5.98,6.23,6.62,6.49,6.52,7.28,7.16,6.73,6.73,7.72,11.86
Nauru,,,,,,,0.37,0.37,0.37,0.37,0.37,0.37,0.7,2.08,1.76,1.76,5.72,4.06,4.67,9.28,9.3,10.91,11.77,11.77
Egypt,16.94,16.94,17.11,15.54,15.38,14.19,13.6,13.61,13.47,13.01,12.42,11.63,10.99,10.58,10.58,10.36,9.45,8.41,8.6,9.74,10.03,10.5,10.59,11.17
Eritrea,,,,,,,,0.5,0.59,0.59,0.59,0.59,0.61,0.61,5.88,5.18,5.83,10.55,11.47,11.49,11.49,11.19,11.06,11.06
Micronesia (Federated States of),6.34,6.34,6.34,0.31,0.31,0.31,0.31,0.56,0.73,1.81,1.81,1.81,1.81,2.19,5.73,6.73,7.72,7.1,9.85,10.27,10.27,10.27,10.27,10.27
Benin,0.88,0.83,0.83,0.83,0.83,0.81,0.35,0.29,0.26,0.35,0.51,0.5,0.81,0.36,0.74,1.9,1.33,1.45,1.74,1.41,1.75,2.12,10.12,10.12
Solomon Islands,0.69,0.68,0.73,0.73,0.79,0.78,1.81,1.81,1.81,1.82,1.45,3.07,3.06,2.88,3.96,4.77,6.43,6.71,6.55,6.36,6.36,6.36,9.17,9.74
Republic of Moldova,1.8,1.69,1.69,2.05,2.02,2.02,2.09,1.86,2.12,2.12,2.12,2.05,2.11,2.19,2.26,2.26,2.34,2.67,3.47,3.59,3.8,4.93,7.97,9.47
American Samoa,,,,,,,,,,,,,6.6,6.6,6.6,6.6,10.56,9.71,11.5,10.8,10.8,10.8,9.34,9.34
Singapore,2.28,1.9,1.64,1.64,1.57,1.57,1.6,1.52,1.52,1.3,1.32,1.34,1.26,1.13,1.4,1.6,1.98,2.1,2.42,3.48,4.12,5.44,6.8,8.8
South Sudan,,,,,,,,,,,,,0.05,0.12,0.12,0.13,0.2,0.19,0.56,0.49,1.09,1.76,1.75,7.52
Cayman Islands,,,,,,,,,,,,,,,,,1.55,4.78,5.78,6.43,7.24,7.72,7.53,7.48
Qatar,,,,,,,,,,,,0.22,0.22,0.24,0.26,0.26,0.28,0.24,0.23,0.23,0.23,0.23,7.22,7.22
Maldives,,,,,,0.01,0.04,0.05,1.04,1.09,1.1,1.12,1.9,2.19,3.62,4.22,3.99,5.39,3.27,4.04,5.09,5.78,6.61,6.82
Saint Kitts and Nevis,,,,,,,,,,,3.7,3.45,3.45,5.17,5.17,5.17,5.84,5.54,5.58,5.64,6.89,6.89,6.56,6.56
Grenada,,,,,,,,0.0,0.28,0.37,0.49,0.66,0.74,1.12,1.47,2.07,4.15,4.32,4.8,5.82,6.57,6.25,6.25,6.45
Sao Tome and Principe,60.0,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,25.95,13.52,11.56,11.56,11.56,10.27,8.16,6.99,7.59,7.59,7.42,7.39,6.98,6.39,6.39
Oman,,,,,,,,,,,,,,0.01,0.01,0.03,0.03,0.1,0.3,0.66,1.5,1.72,6.09,6.23
Anguilla,,,,,,,,,,,,,0.23,0.23,4.14,4.14,7.73,7.73,4.69,6.08,6.08,6.08,6.08,6.08
Guinea-Bissau,,,,,,,,,,0.0,0.02,0.06,0.06,0.26,0.43,0.66,2.45,3.27,6.13,6.12,5.92,6.83,6.06,6.06
Marshall Islands,0.12,0.12,0.12,0.12,0.21,0.21,0.24,0.24,0.52,0.91,1.08,1.11,1.44,2.04,3.46,3.46,5.36,5.55,5.6,5.6,5.6,5.6,5.81,6.02
Belarus,0.13,0.14,0.16,0.16,0.16,0.16,0.2,0.25,0.35,0.34,0.35,0.41,0.61,0.8,0.79,0.98,2.21,2.95,3.82,4.05,4.77,4.33,5.45,5.48
Iraq,11.96,11.96,6.81,8.53,20.69,17.85,21.01,21.4,17.38,15.81,16.05,13.42,13.42,8.49,9.02,7.42,7.17,6.1,5.85,5.85,5.51,5.29,5.09,5.03
British Virgin Islands,,,,,,,,,,,1.0,1.06,1.06,1.08,1.18,2.66,2.99,2.21,2.23,2.76,3.13,3.5,3.55,5.01
Saint Lucia,,,,,,,,,,0.01,0.03,0.03,0.06,0.07,0.11,0.85,1.16,1.16,4.37,4.62,4.68,4.68,4.68,4.76
Turks and Caicos Islands,,,,,,,,,,,,,,,,0.04,0.04,0.23,0.48,1.03,1.03,2.76,3.5,3.74
Bangladesh,6.09,5.61,5.03,4.9,4.54,4.25,4.19,4.11,3.87,3.74,3.55,3.49,3.56,3.64,3.52,3.38,2.9,3.16,2.65,2.59,2.62,3.26,3.15,3.6
Saint Martin,,,,,,,,,,,,,,4.39,4.98,7.85,3.08,0.18,0.18,0.88,1.74,1.74,3.25,3.58
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.04,0.04,0.03,0.05,0.11,0.15,0.51,0.53,1.0,3.26
United States Virgin Islands,,,,,,,,,,,,0.15,0.18,0.3,1.57,2.85,2.86,2.06,2.97,2.97,2.97,2.97,2.97,2.97
Hong Kong SAR,,,,,,,,,,,,,,,0.0,0.0,0.16,0.44,0.45,1.37,1.36,1.37,2.26,2.32
Algeria,4.52,4.52,4.18,4.1,3.93,3.52,3.02,2.81,2.57,1.93,2.1,2.09,1.86,1.59,1.59,1.66,2.49,2.88,2.72,2.46,2.31,1.96,2.22,2.12
Gambia,,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.14,0.43,0.64,0.64,2.35,2.03,2.43,2.61,3.3,3.75,1.76,2.1,2.09,1.85,1.8,1.8
Chad,6.45,6.45,6.45,1.31,1.29,1.27,1.27,1.12,1.12,1.12,1.12,1.12,0.71,0.72,0.72,0.76,1.15,1.15,1.28,1.28,1.47,1.64,1.65,1.65
Bahamas,,,0.23,0.2,0.2,0.19,0.19,0.17,0.17,0.19,0.21,0.26,0.27,0.33,0.42,0.47,0.47,0.47,0.48,0.57,0.59,1.14,1.63,1.64
Botswana,,,,,,,,,,0.01,0.06,0.05,0.51,0.54,0.2,0.23,0.36,0.37,0.4,0.64,0.64,0.68,0.68,0.68
Bahrain,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.08,0.1,0.1,0.1,0.12,0.12,0.22,0.49,0.6
Kuwait,,,,,,,,,,,,0.0,0.0,0.02,0.04,0.04,0.13,0.14,0.25,0.49,0.48,0.48,0.56,0.56
Brunei Darussalam,,,,,,,,,,,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.4,0.4,0.41
Timor-Leste,,,,,0.01,0.02,0.03,0.03,0.82,0.93,1.06,0.49,0.58,0.4,0.47,0.53,0.5,0.41,0.34,0.28,0.21,0.21,0.22,0.23
Trinidad and Tobago,0.38,0.4,0.41,0.44,0.47,0.48,0.49,0.43,0.14,0.15,0.17,0.13,0.18,0.17,0.18,0.18,0.2,0.2,0.19,0.2,0.17,0.2,0.2,0.2
Saint Barthélemy,,,,,,,,,,,,,,,,,0.07,0.07,0.07,0.07,0.13,0.13,0.18,0.16
Libya,,,,0.0,0.02,0.02,0.03,0.04,0.05,0.06,0.04,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.07
Turkmenistan,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03
Saint Pierre and Miquelon,2.24,2.24,2.24,2.24,2.26,2.26,2.26,2.26,2.26,2.26,2.24,2.24,2.24,2.17,2.24,,,,,,,,,
