Technology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Renewable hydropower,11889.49,11212.33,20115.34,21380.28,22393.76,21403.37,26849.33,29505.13,29812.36,34145.71,28043.95,30790.75,44892.89,37729.01,32176.12,30531.0,21012.84,22674.37,18731.07,20465.68,22957.43,25000.5,7020.21
