Region/country/area,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,3.3000000000000007,63.0,239.09999999999997,93.0,25.0,0.0,0.0,0.0,12.0
Angola,0.16,0.06,0.16999999999999998,0.2,0.17000000000000004,1.87,2.1399999999999997,0.5,1.7999999999999998,0.6200000000000001,1.88,1.200000000000001,1.1600000000000001,0.9099999999999984,0.5100000000000016,0.0,0.0,0.0,0.0,0.0,284.0
Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.7,0.0,0.0,0.0,0.040000000000000036,0.0,25.0
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12000000000000001,0.03,1.4500000000000002,0.09999999999999987,0.14000000000000012,0.2899999999999998,1.13,0.14000000000000012,0.30000000000000027,2.1999999999999997,0.0,0.34999999999999964,0.0
Burkina Faso,0.0,0.19999999999999996,0.40000000000000013,0.09999999999999987,0.0,0.40000000000000013,0.6999999999999997,0.7000000000000002,0.6000000000000001,2.1999999999999997,0.0,0.5,0.7000000000000002,1.0,2.0,36.8,15.0,0.5900000000000034,0.0,0.0,30.0
Burundi,0.0,0.0,0.0,0.1,0.1,0.09999999999999998,0.10000000000000003,0.0,0.19999999999999996,0.20000000000000007,0.8,1.0,0.19999999999999973,0.30000000000000027,0.9999999999999996,1.0,0.0,0.0,0.0,7.5,0.0
Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.07000000000000028,0.08000000000000007,0.15999999999999925,0.3100000000000005,0.04999999999999982,0.07000000000000028,1.2999999999999998,0.040000000000000036,0.0,0.0,0.0
Cameroon,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.3,0.5,1.4,0.3999999999999999,0.8000000000000003,1.9999999999999996,1.8000000000000007,1.5999999999999996,2.5999999999999996,2.59,0.0,0.13000000000000078,0.0,0.0
Cent Afr Rep,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.0
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.12000000000000001,0.0,0.0,0.01999999999999999,0.0,0.54,0.0,0.0
Comoros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Congo DR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06999999999999999,0.30000000000000004,0.21999999999999997,0.06000000000000005,2.5700000000000003,2.0,14.69,0.0,0.0,0.0,0.0
Congo Rep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04999999999999999,0.11000000000000001,0.23,0.0,0.0,0.10999999999999993,0.15000000000000002,0.0,0.0,0.0,0.0
Cote d Ivoire,0.020000000000000004,0.01999999999999999,0.06,0.010000000000000009,0.01999999999999999,0.19,0.7200000000000001,0.30999999999999983,0.15000000000000013,0.11999999999999988,0.30000000000000004,0.9400000000000002,0.9199999999999999,1.2299999999999995,0.0,3.2199999999999998,4.860000000000001,0.0,0.0,0.0,0.0
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,0.09999999999999998,0.0,0.0,0.0,0.0,0.09999999999999998,0.20000000000000007,0.4,13.7,20.0,0.0,0.0,0.0,1.0,23.0,121.0,584.2,883.0,-4.2000000000000455,19.5,61.5
Eq Guinea,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19999999999999998,0.0,-0.019999999999999962,-0.010000000000000009,-0.14,0.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,7.82,0.0,1.1499999999999995,2.34,0.25,0.0,-0.009999999999999787,-0.7799999999999994,0.0
Eswatini,0.0,0.01,0.04,0.06999999999999999,0.03,0.07,0.03,0.030000000000000027,0.33999999999999997,0.12,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.029999999999999916,0.10000000000000009,0.0,0.0,0.0,0.0,10.0,0.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.31000000000000005,0.8099999999999998,2.19,5.790000000000001,0.7599999999999998,4.149999999999999,-1.549999999999999,-0.14000000000000057,0.0,7.83,1.0,0.0
Gabon,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,0.060000000000000005,0.13999999999999999,0.18000000000000002,0.26,0.07999999999999996,0.43999999999999995,0.24,0.21999999999999997,0.15000000000000013,0.08000000000000007,0.1299999999999999,0.039999999999999813,0.08000000000000007,0.06000000000000005,0.010000000000000231,0.0,0.0,0.5,0.0,0.0,0.11999999999999966
Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.79,25.66,3.860000000000003,5.0,26.64999999999999,6.420000000000002,22.980000000000004,2.980000000000004,0.0
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.020000000000000018,-0.51,0.0,0.0,0.16000000000000003,0.19999999999999996,0.31000000000000005,0.69,0.6100000000000001,0.33000000000000007,0.0
Guinea Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.8599999999999999,0.0,0.0,0.0,0.0
Kenya,0.0,0.0,-0.13,0.0,0.0,0.01,0.15,0.03,0.010000000000000009,1.24,1.96,4.02,9.500000000000002,14.329999999999998,5.18,9.920000000000002,60.26,20.409999999999997,19.86,70.78,89.56000000000003
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999999,0.0
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.019999999999999997,0.0,2.35,0.16999999999999993,0.0,0.0,0.0,0.0
Libya,0.0,0.2,0.49999999999999994,0.5,0.5,0.5000000000000002,0.5,0.5,0.5,0.5,0.7000000000000002,0.0,0.0,0.0,0.0,0.20999999999999996,0.0,0.0,0.0,1.2199999999999998,0.0
Madagascar,0.0,0.0,0.09000000000000001,0.0,0.19999999999999998,0.10000000000000003,0.4,0.30000000000000004,0.3999999999999999,0.5,0.6000000000000001,2.4,2.0,2.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0
Malawi,0.0,0.0,0.0,0.0,0.07,0.16999999999999998,0.020000000000000018,0.22999999999999998,0.24,1.03,0.9200000000000002,2.72,2.26,4.43,0.0,7.080000000000002,6.59,54.42999999999999,1.3100000000000023,59.99000000000001,1.299999999999983
Mali,0.0,0.0,-0.13,0.0,0.0,0.02,0.06999999999999999,0.0,0.4600000000000001,0.42999999999999994,0.3800000000000001,1.99,0.4099999999999997,1.0200000000000005,0.5299999999999994,1.8400000000000007,0.25,0.8300000000000001,50.34,30.639999999999993,140.0
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.14999999999999858,0.020000000000003126,16.6,0.0,52.07999999999999,0.6600000000000108,0.0,0.0,1.5
Mauritius,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.49,1.0499999999999998,0.26000000000000023,15.65,7.149999999999999,7.109999999999999,41.79,24.810000000000002,8.320000000000007,1.9899999999999949,0.0
