Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Solar photovoltaic,808.52,285.71000000000004,343.8599999999999,527.72,1084.63,1495.7000000000003,1544.2799999999997,2412.3199999999997,6222.43,8111.08,17491.1,31878.1,29440.0,34926.69000000002,39541.25,47956.169999999984,72042.72000000003,94765.27999999997,92617.59000000003,102372.48999999999,128050.39000000001,141244.25,191452.03999999992
Concentrated solar power,419.0,-30.19999999999999,0.0,0.39999999999997726,0.0,12.0,11.0,66.60000000000002,55.99999999999994,231.30000000000007,499.7199999999999,438.20000000000005,862.5,1375.81,656.3000000000002,251.3099999999995,120.0,99.07000000000062,741.8199999999997,566.1499999999996,133.70000000000073,-135.72000000000025,126.0
