Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.04,0.06,0.06,0.07,0.06,0.06,0.12,0.16,0.2,0.22,0.27,0.51,0.51
Europe,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.96,0.94,0.94,0.93,0.94,0.94,0.88,0.84,0.79,0.78,0.73,0.49,0.49
