Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Europe,1317.07,1636.39,1796.04,2047.89,2302.59,3141.75,3562.46,4088.35,4480.67,5942.19,6864.07,8503.91,9693.93,10209.86,10844.55,11298.92,11776.76,12199.52,12917.27,13323.86,13966.45,13499.19,13593.12
Asia,7.5,10.58,21.58,36.88,41.68,47.68,104.28,120.79,126.75,201.19,317.63,408.53,509.14,649.91,846.46,972.43,1156.56,1374.02,1626.24,1875.97,2398.09,2947.57,3172.52
North America,1430.08,1039.23,1112.31,1210.37,1175.86,1279.03,1366.29,1695.56,1791.33,1794.33,1879.32,2044.8,2384.88,2578.53,2703.94,2680.74,2694.06,2752.26,2708.37,2633.07,2524.89,2390.98,2377.18
Eurasia,4.0,4.0,9.0,9.0,9.0,9.0,14.0,16.0,34.3,56.3,72.3,90.3,133.3,162.0,204.0,253.05,298.05,377.55,439.54,548.83,741.82,979.47,1104.03
South America,0.0,0.26,0.26,16.86,16.86,60.02,60.02,60.02,120.02,148.02,176.02,200.82,222.07,222.82,244.58,271.64,545.64,360.26,411.41,513.21,605.0,628.47,666.1
Oceania,107.0,109.0,125.0,177.0,241.0,299.0,306.0,311.0,258.0,268.0,271.0,274.0,276.91,268.81,278.81,281.81,240.81,239.81,239.81,239.81,246.81,247.71,248.61
Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,6.7,6.7,7.7,9.77,9.97,11.07,11.07,25.79,34.64,37.84,42.84,54.34,54.34,98.84,98.84
Middle East,7.71,7.71,7.71,7.71,7.71,7.71,10.21,12.33,12.33,15.84,23.8,27.8,29.8,34.8,41.54,62.29,69.29,69.63,67.63,67.63,68.63,68.63,71.03
Central America and the Caribbean,0.0,0.0,0.0,0.0,3.7,3.7,5.9,5.9,5.9,5.9,5.9,12.44,12.09,13.55,13.18,16.49,31.02,35.07,41.81,42.89,46.35,45.05,45.05
