Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Asia,761.4,216.54,1188.81,1839.0,1494.3,3627.39,3473.17,6997.32,10318.65,14663.2,19833.21,16696.46,16566.73,24765.5,37261.78,21423.65,19504.68,22250.2,27112.16,71511.43,34242.34,36051.42
Europe,4653.01,5731.18,4595.44,6082.22,6273.92,7036.61,8222.91,7366.08,11061.15,8303.18,9183.46,11006.47,9306.28,10736.57,9796.7,11074.62,11720.25,8245.48,11068.89,8854.32,12652.17,14325.55
North America,1525.64,584.0,1744.55,577.61,2483.61,3451.38,5603.31,8632.8,10914.5,5832.9,7825.27,15808.33,2651.86,6571.41,10559.05,10244.84,6734.42,9108.46,9952.37,15472.94,15670.44,8992.23
South America,14.72,-1.04,1.94,22.1,-5.0,216.42,31.39,165.53,363.0,335.1,554.75,602.4,524.63,3715.41,3363.61,3004.07,2779.63,3413.72,1555.68,3340.15,5719.97,3715.33
Oceania,43.54,50.2,105.65,294.51,363.0,85.5,595.32,197.24,457.95,187.88,346.27,434.0,660.01,636.1,391.02,144.27,487.73,630.92,838.32,2324.0,570.6,1183.4
Eurasia,0.0,4.0,2.0,0.0,5.64,38.0,87.0,218.0,430.0,528.0,409.0,532.0,499.7,870.0,879.16,1276.03,765.15,580.53,636.77,2084.64,2784.3,1060.2
Africa,0.0,5.26,9.48,82.32,4.07,87.73,142.19,85.2,187.1,122.38,130.2,132.61,614.24,657.57,920.87,511.12,746.87,893.29,57.2,985.9,855.5,314.5
Central America and the Caribbean,19.8,3.3,14.4,21.8,1.7,1.9,-0.87,5.19,129.3,45.63,152.76,268.7,70.99,123.32,361.31,241.12,79.97,109.5,228.35,24.32,26.8,44.55
Middle East,0.0,7.0,4.0,9.5,12.1,10.0,16.0,0.68,29.0,3.0,3.21,8.42,6.25,43.0,121.66,137.05,80.81,105.0,166.02,148.17,105.62,24.36
