Region/country/area,Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,Total renewable energy,751946.65,22048.07,19943.67,31007.22,33896.04,40587.66,41931.44,51222.26,63968.53,79921.58,88057.59,106553.06,113571.65,121831.88,132577.11,153712.89,165486.25,167773.96,173360.72,183979.67,269781.28,264079.16,294554.27
