Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,28.3,91.3,330.4,423.4,448.4,448.4,448.4,448.4,460.4
Angola,0.0,0.03,0.19,0.25,0.42,0.62,0.79,2.66,4.8,5.3,7.1,7.72,9.6,10.8,11.96,12.87,13.38,13.38,13.38,13.38,13.38,13.38,297.38
Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,2.9,2.9,2.9,2.9,2.94,2.94,27.94
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.17,1.62,1.72,1.86,2.15,3.28,3.42,3.72,5.92,5.92,6.27,6.27
Burkina Faso,0.5,0.5,0.5,0.7,1.1,1.2,1.2,1.6,2.3,3.0,3.6,5.8,5.8,6.3,7.0,8.0,10.0,46.8,61.8,62.39,62.39,62.39,92.39
Burundi,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.4,0.4,0.6,0.8,1.6,2.6,2.8,3.1,4.1,5.1,5.1,5.1,5.1,12.6,12.6
Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.57,5.65,5.81,6.12,6.17,6.24,7.54,7.58,7.58,7.58,7.58
Cameroon,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.5,1.0,2.4,2.8,3.6,5.6,7.4,9.0,11.6,14.19,14.19,14.32,14.32,14.32
Cent Afr Rep,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.32,0.32,0.32,0.32
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.17,0.17,0.17,0.19,0.19,0.73,0.73,0.73
Comoros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Congo DR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.39,0.61,0.67,3.24,5.24,19.93,19.93,19.93,19.93,19.93
Congo Rep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.23,0.46,0.46,0.46,0.57,0.72,0.72,0.72,0.72,0.72
Cote d Ivoire,0.03,0.05,0.07,0.09,0.15,0.16,0.18,0.37,1.09,1.4,1.55,1.67,1.97,2.91,3.83,5.06,5.06,8.28,13.14,13.14,13.14,13.14,13.14
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.36,0.36,0.36,0.36,0.36,0.36,0.36
Egypt,0.1,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.9,1.3,15.0,35.0,35.0,35.0,35.0,36.0,59.0,180.0,764.2,1647.2,1643.0,1662.5,1724.0
