Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Asia,0.40249912847536234,0.3930060184500025,0.39128446520249266,0.39225122378877464,0.37971913633196674,0.3695453227759241,0.37448061881547307,0.370420193648592,0.36816163378476197,0.3516600725209385,0.35063552477924664,0.3464058006901771,0.3394786608600484,0.3373550822324077,0.3224222233806898,0.3225693333215101,0.32448578011480933,0.3247996484383119,0.3222550757800512,0.3149390015509726,0.3198200006668658,0.31669726300052903
North America,0.3857709077497486,0.38173375758472694,0.37721180932404913,0.37867547299755544,0.3787446446723316,0.3676502185565604,0.3516117847881545,0.3421275190877743,0.34268238117617184,0.32942377235972653,0.31785399853618596,0.31800837261000336,0.3123045251377828,0.29126239088493067,0.2852726494899019,0.27751869619578673,0.26627879926940895,0.2545630272311845,0.25475781186787855,0.25011861194887064,0.24876136478853206,0.2494940009451141
Eurasia,0.0049260088213450275,0.010852942627398747,0.010365474433862177,0.008639224757341211,0.01097032527014426,0.01250518681043842,0.01251721116535236,0.011790847515400453,0.0161773032435493,0.017108606411132522,0.018803934747453514,0.022621127760964498,0.03550984396610358,0.04228044805019731,0.05808887598024978,0.07247118685877309,0.08734693940224506,0.10069688790704995,0.11328255305739184,0.11702976258188387,0.11909611101546652,0.11866291220185378
Europe,0.09965694769336478,0.10902274184796014,0.11280075119202956,0.10466846670795649,0.10714973443643455,0.12722549693907131,0.13125569782344532,0.13665806649394863,0.13330097872684624,0.1306041684386295,0.1388424683491206,0.13483495420385266,0.13301805447938472,0.13156572465011399,0.12434660357983042,0.12149363196729043,0.11964311900051208,0.12002981148098331,0.11511867736591751,0.11286585890310999,0.11116653204596474,0.10981473477314235
Oceania,0.05269566359654219,0.04590301415815697,0.04732753679743425,0.047223706032734146,0.05522508423225812,0.05378367163653106,0.056726228652893305,0.06796887645014026,0.06830303160615024,0.09963074739191516,0.09827225590323013,0.09728946758429627,0.10198609288828876,0.10908005448312809,0.1050978367272297,0.1019836468242868,0.09712807685486527,0.09568475843495663,0.0915088300048405,0.09178969477191823,0.09004798031520977,0.08895298695729037
Africa,0.00824790707779052,0.008053376745103842,0.00796312330036706,0.016463198727722058,0.01579026605372892,0.015381379776839258,0.014987421864355525,0.01450274244394256,0.01743667558466105,0.02007083940688861,0.019797168223857468,0.01980977772647426,0.019375627682017546,0.032686375366343015,0.051816601337368116,0.05322077593343938,0.0522223680947588,0.051301579949106696,0.04905085077781548,0.06037417561227349,0.05922857234235258,0.06428927214783574
Central America and the Caribbean,0.04612765183474882,0.05135415125055498,0.05297367169493799,0.0520056994547554,0.052330785650347725,0.05384051339476033,0.05835457382219135,0.056467440646481445,0.05393799587785931,0.051501793470769205,0.055794649460905656,0.06103049942423179,0.058327194986374245,0.05576992433287931,0.052955209504730275,0.05074272889891358,0.051052316801368444,0.04936116134127911,0.051208492021695654,0.05012915523321468,0.04917795178287938,0.04863371852672434
