Technology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Solar,365.39,272.22,416.72,693.22,1315.75,1613.21,2083.68,4671.15,8192.59,12812.93,31851.56,36050.25,35705.81,55233.62,59667.56,72527.8,112718.36,122520.75,129866.5,145782.76,194885.39,263910.84
