Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
South America,-33482.38,23480.39,22682.04,21351.35,32282.4,27003.01,22276.62,2169.15,18754.04,-378.27,42858.68,-15877.27,-16728.84,-23048.34,-15055.74,14012.83,18104.02,15549.17,-7467.29,-14882.82,-28453.16,69544.12
Asia,54987.2,6925.27,17314.76,82705.22,42808.03,77201.89,44581.86,112275.17,20970.9,120205.54,13061.49,190157.16,62821.89,157950.46,56447.15,68796.06,45819.45,45204.35,62850.23,78997.63,-6895.87,36465.21
North America,-94787.28,92480.28,-6595.82,1233.16,24926.1,13085.86,-30615.0,28813.82,-2341.39,-20181.23,82961.0,-43036.44,17.94,-7760.14,-18814.5,21752.05,43117.49,-14979.61,-18644.98,5237.69,-30261.9,19904.05
Africa,6686.16,-1931.55,1801.41,4632.89,7038.09,1957.81,-1419.21,4034.0,6436.07,4403.41,601.53,1897.07,6115.92,3909.83,-976.78,-3061.76,7321.08,9848.78,6695.09,6200.31,7247.36,4946.91
Oceania,-2618.65,2410.49,-986.47,3512.48,-4707.57,928.67,-1306.5,-3655.65,1623.3,2115.55,3602.63,-4812.55,4341.94,1147.57,-4801.28,3096.2,315.5,972.29,-739.13,-2145.98,55.43,3608.49
Central America and the Caribbean,-1960.7,1155.88,742.96,2517.95,1129.77,78.86,-111.86,1482.92,-1106.62,2240.12,-268.52,1728.64,-439.03,-1038.65,564.72,731.36,5164.54,-2529.44,-4060.98,5657.58,3010.67,1747.43
Middle East,1464.2,2432.04,3719.84,825.76,10057.84,1339.18,-1170.96,-15115.1,1439.06,4815.14,2631.48,896.01,2016.86,-3957.52,-1794.7,3540.6,-2709.21,273.39,18996.52,-9738.25,-9494.35,-664.33
Eurasia,2128.0,560.14,-4206.85,30660.67,-9430.12,4510.39,-3385.06,-14578.92,12665.67,11769.35,-2415.96,3205.86,17780.35,-24875.5,19869.94,17975.67,-8995.52,8660.29,31276.21,5085.46,-18004.61,-2670.97
Europe,4871.23,-59078.9,-34060.77,29151.89,11349.81,-14288.6,8637.78,31492.98,-5983.63,41952.5,-77667.68,52195.37,33836.39,991.49,-33616.31,15624.35,-57893.0,57780.45,-44006.22,41260.58,10292.47,-99325.06
