Technology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Marine,-22.38,9.5,-3.06,-22.2,7.72,-25.63,5.3,-8.17,-0.93,27.4,-0.86,-15.11,427.64,73.17,8.84,35.85,5.24,-26.67,-26.39,-10.91,-13.76,-14.57
