Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Asia,0.0,0.0,2.1,0.0,0.0,0.0,19.54,0.0,0.08,188.06,159.11,172.29,346.53,-15.44,260.09,1683.29,2752.85,4067.28,2641.7,3514.62,38358.77
North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,102.49,0.0,0.0,0.0,42.05,0.0
Europe,39.11,285.42,398.47,390.42,207.28,240.76,592.21,1033.91,1047.12,2953.36,3918.6,2769.78,5635.8,4156.76,11329.85,3590.17,12503.58,7338.93,13708.93,15876.33,-4815.61
