Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,6.85,-1.5,-0.21,-0.6,-0.44,-0.57,0.97,2.51,-0.13,-2.4,0.29,65.36
Cambodia,0.13,0.14,0.07,0.04,0.27,0.21,1.26,0.5,0.34,0.09,2.46,1.15,1.72,4.8,4.35,8.96,9.77,25.82,77.49,197.9,323.76,92.52
Cameroon,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,-0.27,0.0,0.05,0.01,0.02,0.0,0.1,0.02,15.7,0.36,1.18,1.18,17.42,0.1
Canada,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,62.0,181.0,311.0,303.0,502.0,714.0,762.0,164.0,303.0,183.0,261.0,320.0,1041.0,624.0
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,7.14,5.84,1.97,2.39,2.12,0.19
Central African Republic (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.0,0.19,0.01,0.02,0.59,-0.01,0.87,0.77,0.07
Chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.39,7.67,472.03,782.47,1380.9,1283.55,1315.18,1223.26,1591.28,2607.18,5247.6
China,6.01,24.7,13.35,12.45,43.44,18.02,36.36,43.43,110.16,384.54,1269.2,2393.0,4406.8,14959.77,16228.31,27887.5,50392.46,59804.15,46470.77,37097.55,65912.01,100612.02
Chinese Taipei,0.0,0.3,0.2,0.1,0.4,0.5,0.7,2.3,4.6,12.6,39.9,98.3,161.2,207.7,321.5,258.7,558.5,1036.2,1312.2,2058.8,1895.5,2706.8
Colombia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.39,6.61,121.81,64.87,148.63,278.91
Comoros (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.49,0.0,0.03,-0.02,-1.13,-0.47
Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.02,0.01,0.0,0.59,0.05,0.1,0.0
Cook Islands (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.49,2.02,1.21,1.19,4.31,-0.36,-0.93,-1.76,0.06
Costa Rica,0.07,0.07,0.08,0.07,0.07,0.03,0.03,0.03,0.03,0.03,0.21,1.0,2.41,4.0,5.26,6.7,2.96,25.76,22.25,11.41,24.68,-1.13
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.02,2.26,8.88,23.89,22.09,8.28,13.16,-3.8,8.2,12.4,53.4,3.0
Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,2.0,15.1,11.0,10.0,21.48,64.77,66.45,12.64,13.64,-7.04
Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.66,6.51,6.0,2.91,0.86,0.68,0.69,1.68,-8.14,0.13
Cyprus,0.0,0.0,0.0,0.45,0.12,0.43,0.74,0.82,1.28,2.55,5.55,9.61,25.56,36.48,43.07,19.28,26.07,27.48,18.78,77.34,172.73,133.52
Czechia,0.03,0.04,0.06,0.11,0.12,0.18,1.54,10.81,75.87,526.89,1566.32,-33.4,-115.97,90.22,140.98,-132.39,67.8,165.52,-48.63,-21.79,-44.5,376.41
Côte d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.7,1.4,2.8,2.8,1.8,1.6
DR Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.39,1.11,0.12,4.18,1.35,3.41,1.59,4.75,1038.04,1058.79
Democratic People's Republic of Korea (the),0.04,0.01,0.28,0.1,0.04,0.07,0.05,0.05,0.18,0.41,0.95,0.78,4.96,6.22,15.26,12.41,5.03,17.58,19.39,18.06,29.67,17.48
Denmark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.03,8.91,88.92,413.68,77.98,8.74,139.52,7.71,201.48,10.3,217.26,128.4,893.64
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,0.0,0.02,0.0,0.02,0.0,0.03,0.09,0.03,0.02,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.0
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.52,7.24,11.68,15.75,54.26,70.89,95.1,112.86,224.97,252.52,387.76
Ecuador,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,-0.02,-0.01,0.06,0.27,3.33,12.82,19.58,2.7,-1.28,0.6,-0.46,0.15,-0.9,1.63
Egypt,0.67,0.17,0.0,0.0,0.0,0.0,0.17,0.33,0.67,23.02,219.37,259.63,-478.76,114.11,-95.58,150.06,408.52,-49.5,935.95,2963.51,518.91,31.64
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.47,5.89,17.36,139.83,149.86,261.86,409.97,704.77,-448.14
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.24,0.0,-0.03,-0.01,-0.17,-0.22
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.03,14.96,0.0,2.21,27.44,4.8,0.1,-0.02,-1.5,-0.65
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.17,1.02,1.69,2.89,3.73,4.81,16.31,42.7,171.63,108.54,242.33
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.01,-0.01,0.04,0.0,-0.09
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.01,0.42,1.32,3.62,9.81,2.44,2.8,1.54,-2.63,0.0,12.55,1.6,0.0
Falkland Islands (Malvinas),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.0
Fiji,0.0,0.0,0.05,-0.1,0.1,0.04,0.0,0.04,0.03,0.11,0.0,0.85,0.6,0.74,2.61,2.65,2.38,0.76,0.12,0.46,0.39,0.58
Finland,0.14,0.15,0.23,0.26,0.27,0.75,0.43,0.13,0.38,0.42,0.56,0.45,0.7,1.3,3.56,10.76,26.44,41.72,56.95,71.29,79.05,94.82
France,0.94,0.94,0.67,0.68,2.05,1.6,5.47,24.12,132.28,446.03,1713.81,2094.13,765.66,1198.02,1362.2,906.14,926.65,1221.54,1357.13,1023.89,2167.74,4627.72
French Guiana,0.0,0.0,0.0,0.0,0.13,0.06,0.02,0.1,2.09,0.8,34.0,14.9,-8.0,8.0,2.0,-1.82,-0.33,-0.47,-0.84,4.69,1.03,-8.45
French Polynesia,0.19,0.17,0.25,0.29,0.36,0.38,0.35,0.44,0.27,1.0,5.3,4.3,4.0,9.3,4.6,1.0,2.7,1.8,2.3,1.9,5.8,2.5
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.02,0.01,0.02,0.01,0.01,-0.01,0.55,0.03
Gambia (the),0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.18,0.0,0.01,0.15,0.16,0.19,0.75,0.5,0.06,0.81,-0.02,-0.08,-0.13
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.19,0.6,2.28,2.44,17.33,6.35
Germany,56.0,72.0,125.0,244.0,725.0,938.0,855.0,1345.0,2163.0,5146.0,7870.0,6781.0,4630.0,5046.0,2670.0,-628.0,1303.0,4058.0,924.0,5113.0,976.0,9832.0
Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,6.3,6.42,5.99,250.46,-228.13,148.49,-122.38,6.36,4.92
Greece,0.1,0.0,0.0,0.68,0.17,0.44,0.03,3.82,44.76,107.75,452.56,1083.68,1954.11,143.79,107.75,30.08,61.76,-200.83,637.86,18.34,804.13,1888.74
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.18,0.22,0.02
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.11,0.15,0.07,0.33,0.1,0.4,0.97,0.78,0.28,0.36,0.52,0.12,-0.2
Guadeloupe,0.0,0.0,0.0,0.0,0.29,0.69,1.01,0.97,2.09,12.27,16.04,58.47,6.81,4.09,-1.21,-7.67,-0.52,4.82,4.71,4.34,6.6,-0.26
Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.09,0.32,0.9,1.15,28.26,35.46,-3.71,11.57,3.0,3.0,3.0,57.54
Guatemala,0.08,0.06,0.02,0.04,0.05,0.06,0.04,0.13,0.11,0.17,0.24,1.04,1.44,11.09,146.15,42.54,6.4,10.11,25.1,-11.9,8.09,-9.73
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.0,0.24,0.31,19.28,1.72,0.95,0.51,1.69
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.83,0.4,1.42,0.0,-0.1,0.47,-0.41
Guyana,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.03,0.05,0.08,0.64,0.6,0.07,0.06,0.35,0.6,1.58,2.9,3.21,1.98,0.61,1.59
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.45,0.49,0.79,0.47,0.3,0.49,0.41,0.65,0.62,0.24,-0.02,-0.06,-0.61
Honduras,0.14,0.26,0.23,0.27,0.37,0.35,0.38,0.25,0.2,0.34,0.67,0.99,0.46,0.0,422.8,459.36,40.06,69.16,128.11,-59.75,20.74,-112.77
Hong Kong SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.29,0.39,0.7,0.2,0.38,0.39,1.55,0.56,9.24,36.54,68.12,58.81
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.1,0.2,0.59,6.47,16.71,42.38,74.0,103.0,105.0,280.0,868.0,962.0,1337.0,936.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.21,0.17,1.09,0.76,0.62,0.73,1.34,0.0,0.0,0.0
India,6.01,1.58,1.6,-0.11,7.6,-2.65,24.06,2.91,8.62,18.69,244.23,665.59,709.63,1415.22,2879.79,4202.18,7948.78,12971.3,12826.91,11165.2,11139.03,17393.87
Indonesia,0.54,0.65,0.74,0.06,0.11,1.66,7.01,7.74,7.91,2.34,3.14,15.31,16.61,7.88,16.66,16.03,10.04,-24.12,27.0,53.0,21.62,251.11
Iran,0.01,0.0,0.0,0.0,0.0,0.07,0.05,0.07,0.11,0.36,0.03,0.02,-0.02,-0.02,0.81,3.49,80.83,136.01,288.65,73.4,35.77,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.32,10.99,0.0,0.0,0.0,319.24,0.0,0.0,0.0,0.0
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.06,0.06,0.11,0.18,0.3,0.93,2.67,5.15,7.97,15.41,19.91,26.25,68.88
Israel,0.0,0.0,0.0,0.0,1.7,0.51,0.85,2.04,36.55,77.18,203.66,79.9,82.48,390.93,340.41,419.29,7.5,185.0,1287.0,1048.0,1187.0,733.0
Italy,1.0,2.0,3.0,5.0,2.0,4.0,3.95,154.02,483.51,1238.66,8890.06,8066.01,2726.89,720.75,635.82,-837.93,2273.45,-1723.87,1035.06,1252.6,97.49,3082.47
Jamaica,0.2,0.0,0.0,0.1,0.0,0.0,0.4,0.3,0.2,0.5,0.8,0.5,0.51,3.4,3.7,4.01,29.28,2.01,44.05,34.54,7.75,-0.68
Japan,190.0,97.0,213.0,261.0,302.0,301.0,251.0,234.0,451.0,886.0,1296.0,1774.0,6267.0,10072.0,11850.0,10959.0,9307.0,7600.0,6713.0,9706.0,6993.0,6534.0
Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.17,50.55,376.93,467.1,520.9,671.3,765.8,654.7,366.2
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.49,44.9,42.23,4.64,48.27,421.83,786.56,291.39,113.61
Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.24,0.03,0.02,1.8,3.01,6.15,12.84,21.93,6.17,13.22,15.69,31.23,31.9,275.92,158.12
Kiribati,0.0,0.0,0.0,0.23,0.06,0.02,0.02,0.05,-0.01,0.21,0.06,0.07,0.06,0.42,2.69,0.49,0.48,0.29,0.28,0.0,0.0,0.0
Korea,1.0,1.0,1.0,2.0,5.0,16.0,39.0,215.0,281.0,206.0,145.06,186.0,502.0,951.94,1418.0,1148.0,1934.0,2151.0,3788.0,4971.0,5427.0,5525.0
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.67,1.23,8.52,-0.09,5.58,-2.25
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.17,3.1,1.81,43.72,2.44,1.96,5.33,-3.02,87.88,35.7
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao PDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.06,0.0,0.0,0.65,1.46,0.48,0.33,8.32,8.84,24.86,21.32,1.84,0.0
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.03,0.14,0.14,0.06,0.83,1.87,1.71,1.95,34.48
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.22,0.51,1.69,4.1,9.91,19.51,19.12,28.21,27.91,8.29,186.0,0.0
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.36,0.0,0.0,0.0,-0.11,0.39,0.01,-0.06,0.29
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.12,0.04,0.32,0.52,0.53,0.62,1.24,0.46,0.88
Libya,0.0,0.0,0.32,0.79,0.8,0.79,0.8,0.79,0.8,0.79,0.8,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.18,1.73,43.0,28.0,0.0,-7.0,2.0,18.6,4.5,37.7,62.0,151.2
Luxembourg,0.05,0.01,1.34,7.8,8.5,3.41,-0.21,-0.87,0.29,0.83,4.59,12.54,35.46,21.0,8.98,-3.43,8.17,10.27,11.66,30.87,18.93,96.08
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.47,0.0,0.02,0.27,1.39,0.94,33.38,1.73,2.23,-0.23,43.63
Malawi,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.09,0.05,1.44,0.13,0.65,2.1,0.97,0.55,0.34,3.14,0.52,1.64
Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.11,0.0,0.01,0.0,6.27,47.57,141.62,84.34,82.1,64.76,49.94,3.99,-51.24,29.51,0.06
Maldives,0.0,0.0,0.0,0.0,0.02,0.06,0.03,0.0,0.11,0.03,0.03,1.71,0.64,3.19,1.38,4.03,4.96,8.53,6.19,9.15,6.15,7.5
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.0,0.71,0.67,0.57,3.06,1.48,3.08,1.22,3.78,0.76,1.59,80.56,47.74,6.8
Malta,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.07,0.53,0.0,4.31,11.7,12.78,38.91,26.61,32.9,34.37,27.72,5.41,41.48,18.9,33.74
Marshall Islands (the),0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.16,0.07,0.0,0.13,0.24,0.47,0.0,0.22,0.42,0.39,0.0,0.0,0.0,0.09
Martinique,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.3,6.2,7.5,19.4,41.2,-4.6,9.0,-2.9,1.5,-6.64,6.23,3.14,-0.97,7.93,0.22
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,4.24,-3.97,32.75,2.06,87.12,1.0,-4.0,0.0,-26.0
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.96,1.87,21.88,1.29,5.59,12.43,10.45,81.15,16.22,4.41,0.21
Mayotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.05,4.82,7.75,0.7,0.08,0.11,0.0,0.1,2.02,0.0,8.02,2.6,16.97,0.0
Mexico,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,10.0,8.0,4.0,10.0,28.0,37.0,115.0,18.0,225.0,620.0,280.41,5696.96,2058.0,3906.25,7531.4
Micronesia (Federated States of),0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.42,0.0,0.0,0.0,0.22,0.64,0.24,-0.26,0.05,-0.17,0.17,0.0,0.52,0.09
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52,0.39,0.09,-0.54,-0.02,1.84,4.48,22.54
Mongolia,0.0,0.0,0.34,0.0,0.0,0.0,0.0,6.2,0.0,1.25,0.0,0.0,0.0,0.6,-0.1,-0.2,19.4,31.4,57.9,-0.1,48.0,21.81
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.2,0.3
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.15,0.0
Morocco,0.36,0.84,0.84,0.84,1.08,0.96,1.37,1.08,0.72,0.12,5.76,35.2,0.0,5.31,-34.26,398.28,18.11,534.85,629.48,-61.55,300.37,-372.45
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.5,0.0,1.23,0.0,1.53,10.69,18.25,15.2,23.54,-0.97
Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.3,1.45,2.05,2.1,3.0,21.4,16.45,17.3,5.55,15.39,-4.37,5.27,72.79
Namibia,0.23,0.26,0.16,0.34,0.5,0.0,0.0,0.0,0.0,0.07,0.38,0.74,0.93,0.54,8.0,18.02,44.35,158.07,123.44,46.91,16.03,32.53
Nauru,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.0,-0.03,0.05,0.97,-0.07,0.36,1.34,1.79,0.5
Nepal,0.38,0.49,0.58,0.58,0.58,-0.14,-0.27,0.63,2.53,0.74,5.01,1.13,2.32,1.01,2.61,0.38,57.39,4.91,2.88,-0.08,2.44,17.04
Netherlands,3.96,4.75,8.98,8.21,1.85,1.11,1.03,2.04,5.29,10.97,48.6,86.17,219.36,315.16,383.36,493.29,602.54,1503.44,1691.62,3168.9,2735.56,5774.91
New Caledonia,0.04,0.03,0.01,0.0,0.02,0.01,0.51,-0.27,0.04,2.81,0.72,0.46,0.06,-0.13,2.09,4.73,16.32,18.98,69.46,34.38,37.15,38.54
