Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Onshore wind energy,30809.03,37566.42,51961.72,62534.37,82848.11,101770.42,127824.62,166587.9,213494.82,267656.01,335328.61,422203.77,511502.11,616269.32,687455.59,791920.19,911340.76,1074950.35,1190508.73,1327739.23,1484406.63,1700649.96
