Technology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Offshore wind energy,39.11,285.42,400.57,390.42,207.28,240.76,611.75,1033.9,1047.21,3141.42,4077.71,2942.07,5982.33,4141.42,11590.02,5375.94,15256.44,11406.22,16350.62,19432.99,33543.17
