Technology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Onshore wind energy,6757.39,14395.3,10572.65,20313.74,18922.31,26054.2,38763.28,46906.92,54161.19,67672.6,86875.16,89298.34,104767.21,71186.27,104464.6,119420.57,163609.59,115558.38,137230.5,156667.4,216243.33
