Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Asia,2064.27,2566.32,3528.43,4472.88,6637.7,9151.7,12410.87,18557.99,27260.09,44666.8,71035.34,98122.37,133044.5,171257.53,195882.01,227801.07,288690.53,362686.62,430702.54,479193.39,539040.02,693396.85
North America,5915.07,7144.17,10867.83,12131.7,15251.7,19453.7,29194.75,37859.56,59739.85,81464.16,105112.16,132690.45,156921.18,191990.53,212856.13,228700.92,270676.43,299277.19,322288.5,347697.21,397136.05,438497.18
Europe,22147.4,26595.8,35980.94,44010.8,58528.51,70114.0,81957.02,103881.16,118314.81,130843.59,143801.86,171537.82,195264.84,220887.07,234346.74,272513.54,268936.78,315979.14,324864.51,368530.44,400907.05,385962.64
South America,37.75,93.51,143.56,148.1,193.6,227.43,378.79,786.49,1330.31,1462.32,2652.02,3263.37,6510.62,8493.6,15514.47,27274.54,40809.72,51691.37,59971.42,72599.29,79600.62,100001.22
Eurasia,35.0,65.0,54.0,70.0,65.0,66.0,134.14,365.01,853.93,1505.77,2927.87,4734.47,5869.89,7567.11,8531.48,11666.79,15556.67,18021.81,20195.02,22075.13,26418.01,34510.47
Oceania,185.47,356.0,527.33,854.84,1078.53,1516.61,2363.4,3581.38,4192.4,5354.41,6752.81,8096.96,9118.17,10045.33,12531.47,13906.86,14594.96,14740.74,17284.82,20035.4,22759.75,27225.89
Africa,185.09,425.25,455.16,468.36,639.09,804.17,809.56,990.88,1222.53,1483.65,2012.29,2407.88,2817.23,3499.77,4477.29,5457.13,7006.34,7152.34,7845.58,9704.17,10563.13,12337.64
Central America and the Caribbean,199.43,273.71,360.19,335.06,392.59,350.85,436.72,410.52,370.89,634.88,812.14,1124.67,1739.18,2300.76,3100.23,4219.68,4399.08,4453.82,5859.13,6167.57,5667.44,6165.66
Middle East,39.54,46.66,44.28,42.62,61.39,85.95,139.36,154.91,210.0,240.43,222.12,225.77,216.5,227.61,215.76,379.67,670.24,947.33,1497.21,1736.64,2314.57,2552.41
