Technology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bioenergy,47.37,13670.95,12222.58,15598.88,21195.33,12678.82,23145.35,18139.63,18181.65,35538.22,17891.02,35415.98,26575.08,31524.39,26991.91,14720.67,22203.84,23825.09,29330.97,23385.42,40992.54,9369.63
