Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bioenergy,146270.5,146317.87,159988.82,172211.4,187810.28,209005.61,221684.43,244829.78,262969.41,281151.06,316689.28,334580.3,369996.28,396571.36,428095.75,455087.66,469808.33,492012.17,515837.26,545168.23,568553.65,609546.19,618915.82
