Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Asia,19.63,22.27,21.95,22.61,24.14,24.65,26.3,27.43,29.67,29.84,31.89,31.67,35.23,35.87,38.97,40.41,40.68,41.3,41.19,42.24,42.93,43.49,43.99
South America,20.46,19.65,20.03,20.89,20.34,20.64,20.77,21.24,20.34,20.58,19.57,20.43,18.97,17.98,16.91,16.51,16.28,16.52,16.41,16.07,15.3,14.9,16.39
North America,24.67,21.56,24.53,24.27,22.78,22.74,22.33,21.06,20.99,20.58,18.99,21.01,18.78,18.23,17.55,17.06,16.99,17.84,16.97,16.36,16.04,15.61,15.95
Europe,21.91,22.64,19.79,18.49,18.37,18.03,16.89,16.96,17.17,16.71,17.12,14.58,15.26,15.71,15.32,14.44,14.32,12.73,13.74,12.56,13.17,13.63,11.23
Eurasia,7.82,8.09,7.9,7.74,8.35,7.7,7.56,7.36,6.57,6.85,6.86,6.66,6.41,6.69,5.88,6.38,6.6,6.3,6.33,7.0,6.93,6.63,6.51
Africa,2.91,3.24,3.09,3.15,3.12,3.24,3.18,3.1,3.08,3.23,3.2,3.16,3.05,3.12,3.14,3.11,2.93,3.07,3.22,3.34,3.39,3.62,3.71
Oceania,1.64,1.58,1.63,1.59,1.61,1.39,1.37,1.31,1.13,1.17,1.17,1.25,1.06,1.14,1.14,1.02,1.06,1.05,1.05,1.02,0.94,0.96,1.03
Central America and the Caribbean,0.65,0.59,0.62,0.65,0.7,0.71,0.69,0.67,0.69,0.64,0.68,0.66,0.67,0.64,0.6,0.61,0.61,0.73,0.65,0.54,0.66,0.74,0.77
Middle East,0.31,0.37,0.45,0.6,0.59,0.91,0.92,0.87,0.36,0.4,0.52,0.59,0.58,0.62,0.5,0.45,0.52,0.45,0.44,0.89,0.64,0.43,0.41
