Technology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total renewable energy,-56418.77,97996.72,25184.69,215853.79,159505.77,153679.93,104997.23,220305.33,136002.11,287278.63,207407.13,351217.01,284370.35,270736.86,208131.16,356821.7,367793.8,396682.46,360317.1,463956.13,414614.47,567014.6
