Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Asia,18.84,18.82,18.79,19.32,18.59,19.71,19.79,21.55,22.64,22.89,22.67,23.27,24.17,23.98,25.01,25.92,26.58,28.61,30.61,33.47,35.07,38.0,41.43
Europe,24.04,25.67,26.91,29.39,32.8,34.2,36.4,36.64,37.93,39.05,39.78,40.19,40.51,40.26,39.54,39.79,39.08,38.26,37.48,36.75,36.27,35.41,33.04
North America,45.47,42.29,41.22,38.3,35.89,33.15,31.24,28.31,25.68,24.11,22.59,21.55,20.2,19.66,18.9,17.7,17.53,16.72,15.73,13.96,12.73,11.7,11.02
South America,7.06,8.66,8.74,9.1,8.85,8.45,8.25,9.37,9.7,10.7,11.78,12.23,12.02,12.85,13.37,13.3,13.34,13.11,12.74,12.18,12.5,11.27,10.83
Eurasia,0.13,0.14,0.09,0.07,0.06,0.04,0.05,0.04,0.06,0.1,0.12,0.11,0.17,0.26,0.3,0.32,0.39,0.48,0.56,0.7,0.89,1.15,1.4
Central America and the Caribbean,1.5,1.39,1.36,1.17,1.17,1.09,1.02,1.15,1.01,0.95,1.08,0.94,1.05,1.17,1.1,1.25,1.34,1.22,1.31,1.46,1.18,1.18,1.05
Oceania,1.43,1.48,1.43,1.31,1.36,2.21,2.15,1.96,2.06,1.3,1.15,0.88,1.06,1.02,1.04,1.0,0.98,0.9,0.86,0.81,0.75,0.7,0.66
Africa,1.5,1.53,1.44,1.32,1.25,1.14,1.07,0.96,0.9,0.88,0.81,0.78,0.78,0.75,0.68,0.67,0.7,0.63,0.64,0.62,0.55,0.52,0.52
Middle East,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.05,0.06
