Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
RE share of electricity generation (%),18.31,17.82,17.76,17.29,17.73,17.89,18.04,17.82,18.54,19.3,19.43,19.73,20.79,21.42,22.18,22.66,23.5,24.26,24.88,25.85,27.65,27.73,29.07
