Technology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Wind,6795.49,14683.94,10966.26,20707.47,19126.77,26293.79,39375.68,47991.08,55143.85,70811.49,90940.79,92331.5,110367.1,75650.79,115755.19,125058.03,178811.23,127171.06,153709.73,175683.0,252045.44,257968.01
