Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Offshore wind energy,116.88,155.99,441.41,841.98,1232.4,1439.68,1680.44,2292.19,3326.09,4373.3,7514.72,11592.43,14534.5,20516.83,24658.25,36248.27,41624.21,56880.65,68286.87,84637.49,104070.48,137613.65
