Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Asia,502.05,962.11,944.45,2164.82,2514.0,3259.17,6147.12,8702.1,17406.71,26368.54,27087.03,34922.13,38213.03,24624.48,31919.06,60889.46,73996.09,68015.92,48490.85,59846.63,154356.83
North America,1229.1,3723.66,1263.87,3120.0,4202.0,9741.05,8664.81,21880.29,21724.31,23648.0,27578.29,24230.73,35069.35,20865.6,15844.79,41975.51,28600.76,23011.31,25408.71,49438.84,41361.13
South America,55.76,50.05,4.54,45.5,33.83,151.36,407.7,543.82,132.01,1189.7,611.35,3247.25,1982.98,7020.87,11760.07,13535.18,10881.65,8280.05,12627.87,7001.33,20400.6
Eurasia,30.0,-11.0,16.0,-5.0,1.0,68.14,230.87,488.92,651.84,1422.1,1806.6,1135.42,1697.22,964.37,3135.31,3889.88,2465.14,2173.21,1880.11,4342.88,8092.46
Oceania,170.53,171.33,327.51,223.69,438.08,846.79,1217.98,611.02,1162.01,1398.4,1344.15,1021.21,927.16,2486.14,1375.39,688.1,145.78,2544.08,2750.58,2724.35,4466.14
Africa,240.16,29.91,13.2,170.73,165.08,5.39,181.32,231.65,261.12,528.64,395.59,409.35,682.54,977.52,979.84,1549.21,146.0,693.24,1858.59,858.96,1774.51
Central America and the Caribbean,74.28,86.48,-25.13,57.53,-41.74,85.87,-26.2,-39.63,263.99,177.26,312.53,614.51,561.58,799.47,1119.45,179.4,54.74,1405.31,308.44,-500.13,498.22
Middle East,7.12,-2.38,-1.66,18.77,24.56,53.41,15.55,55.09,30.43,-18.31,3.65,-9.27,11.11,-11.85,163.91,290.57,277.09,549.88,239.43,577.93,237.84
Europe,4448.4,9385.14,8029.86,14517.71,11585.49,11843.02,21924.14,14433.65,12528.78,12958.27,27735.96,23727.02,25622.23,13459.67,38166.8,-3576.76,47042.36,8885.37,43665.93,32376.61,-14944.41
