geo,2008H1,2008H2,2009H1,2009H2,2010H1,2010H2,2011H1,2011H2,2012H1,2012H2,2013H1,2013H2,2014H1,2014H2,2015H1,2015H2,2016H1,2016H2,2017H1,2017H2,2018H1,2018H2,2019H1,2019H2,2020H1,2020H2,2021H1,2021H2,2022H1
EU27,0.1604,0.1676,0.167,0.1677,0.1725,0.1777,0.1858,0.1886,0.1916,0.1996,0.2042,0.2062,0.2058,0.2084,0.2083,0.2089,0.2051,0.2069,0.2086,0.2087,0.2099,0.2146,0.217,0.217,0.2134,0.2134,0.2203,0.2351,0.2525
