geo,2008H1,2008H2,2009H1,2009H2,2010H1,2010H2,2011H1,2011H2,2012H1,2012H2,2013H1,2013H2,2014H1,2014H2,2015H1,2015H2,2016H1,2016H2,2017H1,2017H2,2018H1,2018H2,2019H1,2019H2,2020H1,2020H2,2021H1,2021H2,2022H1
EU27,0.0582,0.0667,0.0632,0.0558,0.0562,0.062,0.0605,0.0688,0.0657,0.0739,0.0692,0.0746,0.0686,0.0741,0.0672,0.0725,0.0643,0.0675,0.0615,0.0676,0.0626,0.0709,0.0669,0.072,0.0645,0.0698,0.0638,0.0782,0.0861
